Nome do Autor1;Nome do Autor2;Ano;Título da Produção;Subtipo da Produção;Linha de Pesquisa;Categoria
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2014;A FORMAÇÃO DO SERVIDOR COMUNITÁRIO CAMINHOS DA AFETIVIDADE E DO DESENVOLVIMENTO LOCAL;TRABALHO EM ANAIS;;Docente
ANDERSON LUIS DA PAIXAO CAFE;Silvia Regina Ackermann;2014;A GESTÃO PÚBLICA NA VISÃO DOS TÉCNICOS ADMINISTRATIVOS EM EDUCAÇÃO DAS UNIVERSIDADES PÚBLICAS E INSTITUTOS FEDERAIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
MARIA INES CORREA MARQUES;MARIA INES CORREA MARQUES;2014;A IDEIAS DE ANÍSIO TEIXEIRA HOJE;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
INEILDES CALHEIROS DOS SANTOS;SUELY ALDIR MESSEDER;2014;A INFLUÊNCIA CULTURAL NA FISIOLOGIA DO CORPO SEXUADO VINCULADO À HEGEMONIA MASCULINA NA DIVISÃO SEXUAL DO TRABALHO NA ARBITRAGEM EM FUTEBOL;ARTIGO EM PERIÓDICO;;Participante Externo
ROBERTO LEON INACIO PONCZEK;ROBERTO LEON INACIO PONCZEK;2014;A METAFÍSICA DE SPINOZA E A EPISTEMOLOGIA CONTEMPORÂNEA SÃO COMPATÍVEIS?;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;ELISETE SANTANA DA CRUZ FRANCA;2014;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;SUELY ALDIR MESSEDER;2014;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ELISETE SANTANA DA CRUZ FRANCA;SUELY ALDIR MESSEDER;2014;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALFREDO EURICO RODRIGUES MATTA;ALFREDO EURICO RODRIGUES MATTA;2014;A MURALHA PRIMITIVA DE SALVADOR NO SÉCULO XVI E SEU CONTEXTO HISTÓRICO;PATENTE;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;Jefferson Willes Gomes de Souza;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;MARCELO ALBANO MORET SIMOES GONCALVES;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;Valter de Senna;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
Jefferson Willes Gomes de Souza;MARCELO ALBANO MORET SIMOES GONCALVES;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
Jefferson Willes Gomes de Souza;Valter de Senna;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;Valter de Senna;2014;A NEW PROPOSAL FOR ANALYZING COMBUSTION PROCESS STABILITY BASED ON HAMMING DISTANCE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2014;A TRANÇA DE MANUEL RUI;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ADILSON MENESES DA PAZ;ADILSON MENESES DA PAZ;2014;A UMBANDA E OS MARGINALIZADOS NA TRILHA DAS REINVENÇÕES.;TRABALHO EM ANAIS;;Discente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2014;ABORDAGEM BASEADA EM DIREITOS HUMANOSUMA ESTRATÉGIA PARA FORTALECIMENTO DA DEMOCRACIA E DO DESENVOLVIMENTO SUSTENTÁVEL NO BRASIL E NO MUNDO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2014;ABORDAGEM BASEADA EM DIREITOS HUMANOSUMA ESTRATÉGIA PARA FORTALECIMENTO DA DEMOCRACIA E DO DESENVOLVIMENTO SUSTENTÁVEL NO BRASIL E NO MUNDO - MEMORIAL DE PESQUISA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2014;ABORDAGEM DO MODELO DE SISTEMAS DE INOVAÇÃO COM UMA PERSPECTIVA DE CONVERGÊNCIA COM A CRIAÇÃO E DIFUSÃO DO CONHECIMENTO NAS ORGANIZAÇÕES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LESSA ANDRADE LINO;LILIAN LESSA ANDRADE LINO;2014;AÇÃO ITINERANTE EM SAÚDE OCUPACIONAL PARA PESCADORAS ARTESANAIS-MARISQUEIRAS DA BAHIA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
EDUARDO DAVID DE OLIVEIRA;EDUARDO DAVID DE OLIVEIRA;2014;AFRICANIDADES;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ROSANGELA COSTA ARAUJO;ROSANGELA COSTA ARAUJO;2014;AFRICANIDADES E RELAÇÕES RACIAIS INSUMOS PARA POLÍTICAS PÚBLICAS NA ÁREA DO LIVRO LEITURA LITERATURA E BIBLIOTECAS NO BRASIL;LIVRO;;Docente
MARIA APARECIDA DA SILVA;ROBERTO SIDNEI ALVES MACEDO;2014;AFRICANIDADES E RELAÇÕES RACIAIS INSUMOS PARA POLÍTICAS PÚBLICAS NAÁREA DO LIVRO LEITURA LITERATURA E BIBLIOTECAS NO BRASIL;ARTIGO EM PERIÓDICO;;Participante Externo
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2014;AGROENERGIA E AGRICULTURA FAMILIAR NO SEMIÁRIDO DO NORDESTE DO BRASIL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2014;AGROENERGY AND FAMILY AGRICULTURE IN THE BRAZILIAN NORTHEAST SEMIARID REGION;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2014;AGRO-ENERGY AND FAMILY AGRICULTURE IN THE SEMIARID OF NORTHEAST OF BRAZIL;TRABALHO EM ANAIS;;Docente
José Jackson Reis dos Santos;JOSE WELLINGTON MARINHO DE ARAGAO;2014;ALFABETIZAR CRIANÇAS E PESSOAS JOVENS ADULTAS E IDOSAS REFLEXÕES E ANÁLISE DE PROPOSTAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
José Jackson Reis dos Santos;Sandra Márcia Campos Pereira ;2014;ALFABETIZAR CRIANÇAS E PESSOAS JOVENS ADULTAS E IDOSAS REFLEXÕES E ANÁLISE DE PROPOSTAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
JOSE WELLINGTON MARINHO DE ARAGAO;Sandra Márcia Campos Pereira ;2014;ALFABETIZAR CRIANÇAS E PESSOAS JOVENS ADULTAS E IDOSAS REFLEXÕES E ANÁLISE DE PROPOSTAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2014;AMADOS CARNAVAIS CARNAVALIZADOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
Daniela Rodriguez Marquez;Irma Gonzáles Galindo;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
Daniela Rodriguez Marquez;MARIA INES CORREA MARQUES;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
Daniela Rodriguez Marquez;ROBERTO DE LA PENA CEVALLOS;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
Irma Gonzáles Galindo;MARIA INES CORREA MARQUES;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
Irma Gonzáles Galindo;ROBERTO DE LA PENA CEVALLOS;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
MARIA INES CORREA MARQUES;ROBERTO DE LA PENA CEVALLOS;2014;AMBIENTES SANOS DIGNOS Y JUSTOS CON PERSPECTIVA DE EQUIDAD E GÉNERO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Sem Categoria
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2014;AN INVESTIGATION OF HEBBIAN PHASE SEQUENCES AS ASSEMBLY GRAPHS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
JOSE GARCIA VIVAS MIRANDA;UTILAN DA SILVA RAMOS COROA;2014;ANÁLISE COGNITIVA NO MERCADO DE CAPITAIS A HIPÓTESE DE EFICIÊNCIA DO MERCADO VERSUS A POSSIBILIDADE DE ANÁLISE PELA PSICOLOGIA ECONÔMICA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
PEDRO JAVIER GOMEZ JAIME;PEDRO JAVIER GOMEZ JAIME;2014;ANÁLISE DA CONTRIBUIÇÃO HARMÔNICA DA EXECUÇÃO EM PIANO DO CONCERTO ITALIANO-971 DE BACH;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
HILDENISE FERREIRA NOVO;HILDENISE FERREIRA NOVO;2014;ANÁLISE DE CONCEITOS EM DOCUMENTOS EM UMA PERSPECTIVA CONTEMPORÂNEA DE ANÁLISE COGNITIVA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;CLAUDIA RIBEIRO SANTOS LOPES;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ISABELLE PEDREIRA DEJARDIN;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;JUREMA LINDOTE BOTELHO PEIXOTO;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;REGINALDO PEREIRA DOS SANTOS JUNIOR;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLAUDIA RIBEIRO SANTOS LOPES;ISABELLE PEDREIRA DEJARDIN;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLAUDIA RIBEIRO SANTOS LOPES;JUREMA LINDOTE BOTELHO PEIXOTO;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLAUDIA RIBEIRO SANTOS LOPES;REGINALDO PEREIRA DOS SANTOS JUNIOR;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ISABELLE PEDREIRA DEJARDIN;JUREMA LINDOTE BOTELHO PEIXOTO;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ISABELLE PEDREIRA DEJARDIN;REGINALDO PEREIRA DOS SANTOS JUNIOR;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JUREMA LINDOTE BOTELHO PEIXOTO;REGINALDO PEREIRA DOS SANTOS JUNIOR;2014;ANÁLISE DE DIFERENTES CONCEITOS DE EDUCAÇÃO POR MEIO DAS REDES SEMÂNTICAS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2014;ANÁLISE ECONÔMICA DOS SISTEMAS DE PRODUÇÃO COM CULTIVO DE INHAME E MANDIOCA NO RECÔNCAVO DA BAHIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANGELA MARIA RIBEIRO;ANGELA MARIA RIBEIRO;2014;ANCESTRALIDADE E EDUCAÇÃO OUTRAS EPISTEMOLOGIAS A PARTIR DA MEMÓRIA E DA CORPORALIDADE;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2014;ANTOLOGIA DE POETAS BRASILEIROS CONTEMPORÂNEOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2014;APLICAÇÃO DA ANÁLISE DE AGRUPAMENTO NA AVALIAÇÃO DA FORMAÇÃO TÉCNICA  PROFISSIONALIZANTE PARA O SETOR INDUSTRIAL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2014;APLICAÇÃO DA ANÁLISE DE AGRUPAMENTO NA AVALIAÇÃO DA FORMAÇÃO TÉCNICA PROFISSIONALIZANTE PARA O SETOR INDUSTRIAL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
AUGUSTO CESAR NORONHA RODRIGUES GALEAO;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;2014;APLICAÇÃO DOS MÉTODOS EVOLUÇÃO DIFERENCIAL E ALGORITMO DE COLISÃO DE PARTÍCULAS NA ESTIMATIVA DE PARÂMETROS DO MODELO DE DIFUSÃO ANÔMALA;TRABALHO EM ANAIS;;Docente
ROBENILSON NASCIMENTO DOS SANTOS;ROBENILSON NASCIMENTO DOS SANTOS;2014;APOIO AO PROCESSO DE INCLUSÃO DE ESTUDANTES DEFICIENTES VISUAIS UM ESTUDO SOBRE A EFETIVAÇÃO DO TRABALHO DO CAP/ SALVADOR -BA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ALFREDO EURICO RODRIGUES MATTA;Maria Antonia Lima Gomes;2014;APRENDIZAGEM SIGNIFICATIVA ATRAVÉS DO MUSEU VIRTUAL;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA MARIA FERREIRA MENEZES;ALFREDO EURICO RODRIGUES MATTA;2014;APRESENTAÇÃO;LIVRO;;Docente
ANA MARIA FERREIRA MENEZES;MARIA OLÍVIA MATOS OLIVEIRA;2014;APRESENTAÇÃO;LIVRO;;Docente
ANA MARIA FERREIRA MENEZES;LELIANA SANTOS DE SOUSA;2014;APRESENTAÇÃO;LIVRO;;Docente
ANA MARIA FERREIRA MENEZES;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO;LIVRO;;Docente
ALFREDO EURICO RODRIGUES MATTA;MARIA OLÍVIA MATOS OLIVEIRA;2014;APRESENTAÇÃO;LIVRO;;Docente
ALFREDO EURICO RODRIGUES MATTA;LELIANA SANTOS DE SOUSA;2014;APRESENTAÇÃO;LIVRO;;Docente
ALFREDO EURICO RODRIGUES MATTA;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO;LIVRO;;Docente
MARIA OLÍVIA MATOS OLIVEIRA;LELIANA SANTOS DE SOUSA;2014;APRESENTAÇÃO;LIVRO;;Docente
MARIA OLÍVIA MATOS OLIVEIRA;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO;LIVRO;;Docente
LELIANA SANTOS DE SOUSA;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO;LIVRO;;Docente
ANA MARIA FERREIRA MENEZES;LELIANA SANTOS DE SOUSA;2014;APRESENTAÇÃO DA COLETÂNEA DO SEM ARTE À ARTE A ESTÉTICA DA FOTOGRAFIA-IMAGENS ETNICOCULTURAIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA MARIA FERREIRA MENEZES;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO DA COLETÂNEA DO SEM ARTE À ARTE A ESTÉTICA DA FOTOGRAFIA-IMAGENS ETNICOCULTURAIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LELIANA SANTOS DE SOUSA;LUIZ CARLOS DOS SANTOS;2014;APRESENTAÇÃO DA COLETÂNEA DO SEM ARTE À ARTE A ESTÉTICA DA FOTOGRAFIA-IMAGENS ETNICOCULTURAIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ALBERICO SALGUEIRO DE FREITAS NETO;ALBERICO SALGUEIRO DE FREITAS NETO;2014;ARTE E EDUCAÇÃO;LIVRO;;Discente
LILIAN LESSA ANDRADE LINO;LILIAN LESSA ANDRADE LINO;2014;ARTICULAÇÃO ENSINO E PESQUISA PARA O DESENVOLVIMENTO SUSTENTÁVEL E SAÚDE EM COMUNIDADE QUILOMBOLA DE MARISQUEIRAS E PESCADORES DA BAÍA DE TODOS OS SANTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANDERSON LUIS DA PAIXAO CAFE;NUBIA MOURA RIBEIRO;2014;AS CONTRIBUIÇÕES TEÓRICAS DA PSICOLOGIA COMPORTAMENTAL E DA SOCIOLOGIA DA CIÊNCIA PARA OS ESTUDOS DE AVALIAÇÃO DA PRODUÇÃO CIENTÍFICA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ELISETE SANTANA DA CRUZ FRANCA;SUELY ALDIR MESSEDER;2014;AS SEXUALIDADES NA CULTURA ESCOLAR E NA FORMAÇÃO DOCENTE;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2014;AS TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO (TIC) E A GESTÃO DO CONHECIMENTO NO CONTEXTO DOS COLEGIADOS ESCOLARES NA BAHIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2014;AS TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO COMO POTENCIAIS PARA A GESTÃO DO CONHECIMENTO E COMPARTILHAMENTO DE SABERES E PRÁTICAS NOS COLEGIADOS ESCOLARES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;Priscila Coui Correa Giampá;2014;ASSESSMENT OF POROSITY IN THE MAJOR CONNECTOR REGION OF REMOVABLE PARTIAL DENTURES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2014;ASTROBIOLOGICAL FOUNDATIONS OF HUMANITY THE ORIGIN OF THE COSMODERN CONSCIOUSNESS;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
MARCUS FERNANDES DA SILVA;MARCUS FERNANDES DA SILVA;2014;AUTOCORRELATION AND CROSS-CORRELATION IN TIME SERIES OF HOMICIDE AND ATTEMPTED HOMICIDE;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSE GARCIA VIVAS MIRANDA;Luiz Rogério Bastos Leal;2014;AVALIAÇÃO DO AQUÍFERO CÁRSTICO SALITRE ATRAVÉS DE ANÁLISES ISOTÓPICAS E HIDROQUÍMICA NA REGIÃO DE IRECÊ BAHIA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARIA DE FATIMA HENRIQUE CAMPOS;MARIA DE FATIMA HENRIQUE CAMPOS;2014;AXÉ MUSIC EM SALVADOR(BA) CONCEITOS IDENTIDADE E MERCADO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2014;BAHIA RT 2014 - TEAM DESCRIPTION PAPER;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2014;BAHIA-RT@HOME 2014 TEAM DESCRIPTION PAPER;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
REGIA MABEL DA SILVA FREITAS;REGIA MABEL DA SILVA FREITAS;2014;BANDO DE TEATRO OLODUM UMA POLÍTICA SOCIAL IN CENA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
RENELSON RIBEIRO SAMPAIO;ROGÉRIO FLORES DA SILVA;2014;CAPACITY UNBALANCING AND TOTAL LOGISTIC COST;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
