No;Ano;Título da Produção;Nome do Autor;Subtipo da Produção;Linha de Pesquisa;Categoria
575;2014;HETEROGENEIDADE EXPERIÊNCIA E CURRÍCULO CONTRAPONTOS À IDEIA DE BASE COMUM NACIONAL E À VONTADE DE EXTERODERTMINAÇÃO DA FORMAÇÃO;ROBERTO SIDNEI ALVES MACEDO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
577;2014;HOW DOES KNOWLEDGE DIFFUSION IMPACT MAINTENANCE PERFORMANCE?LESSONS FROM A SURVEY IN A BRAZILIAN PETROCHEMICAL COMPANY; José Ricardo Tavares de Lima;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
579;2014;HOW DOES KNOWLEDGE DIFFUSION IMPACT MAINTENANCE PERFORMANCE?LESSONS FROM A SURVEY IN A BRAZILIAN PETROCHEMICAL COMPANY;Alex Álisson Bandeira Santos;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
580;2014;HOW DOES KNOWLEDGE DIFFUSION IMPACT MAINTENANCE PERFORMANCE?LESSONS FROM A SURVEY IN A BRAZILIAN PETROCHEMICAL COMPANY;Francisco Uchoa Passos;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
581;2014;HOW DOES KNOWLEDGE DIFFUSION IMPACT MAINTENANCE PERFORMANCE?LESSONS FROM A SURVEY IN A BRAZILIAN PETROCHEMICAL COMPANY;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
510;2014;HUMANIFESTO LA SIMBIOSIS BIOMIMÉTICA ENTRE LA SUSTENTABILIDAD ECOLÓGICA Y LOS DERECHOS HUMANOS;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
511;2014;HUMANISFESTO THE BIOMIMETIC SYMBIOSIS BETWEEN ECOLOGICAL SUSTAINABILITY AND HUMAN RIGHTS;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
749;2014;IDENTIDADE DE PROFESSORES UNIVERSITÁRIOS DE CIÊNCIAS BIOLÓGICAS HIBRIDISMO EPISTEMOLÓGICO E FORMATIVO;ROBERTO SIDNEI ALVES MACEDO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
331;2014;IDENTIFICANDO AS REPRESENTAÇÕES SOCIAIS SOBRE PROMOÇÃO DA SAÚDE EM UMA REDE SOCIAL DE TRABALHADORES DE SAÚDE;ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
390;2014;IDENTIFICANDO AS REPRESENTAÇÕES SOCIAIS SOBRE PROMOÇÃO DA SAÚDE EM UMA REDE SOCIAL DE TRABALHADORES DE SAÚDE;CLAUDIA RIBEIRO SANTOS LOPES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
481;2014;IDENTIFICANDO AS REPRESENTAÇÕES SOCIAIS SOBRE PROMOÇÃO DA SAÚDE EM UMA REDE SOCIAL DE TRABALHADORES DE SAÚDE;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
441;2014;IMPORTÂNCIA DA NEUROPSICOLOGIA NA EDUCAÇÃO INCLUSIVA;FELIX MARCIAL DIAZ RODRIGUEZ;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
586;2014;INCREASING VENTILATION BY PASSIVE STRATEGIES ANALYSIS OF INDOOR AIR CIRCULATION CHANGES THROUGH THE UTILIZATION OF MICROCLIMATE ELEMENTS;JOSE KARAM FILHO;ARTIGO EM PERIÓDICO;;Docente
600;2014;INCREASING VENTILATION BY PASSIVE STRATEGIES ANALYSIS OF INDOOR AIR CIRCULATION CHANGES THROUGH THE UTILIZATION OF MICROCLIMATE ELEMENTS;PATRICIA REGINA CHAVES DRACH;ARTIGO EM PERIÓDICO;;Participante Externo
335;2014;INCUBADORA TECNOLOGICA DE COOPERATIVAS POPULARES E SUAS PRATICAS EDUCATIVAS NA PERSPECTIVAS DA EDUCAÇÃO NÃO FORMAL;ANA CELESTE DA CRUZ DAVID;TRABALHO EM ANAIS;;Discente
674;2014;INCUBADORA TECNOLOGICA DE COOPERATIVAS POPULARES E SUAS PRATICAS EDUCATIVAS NA PERSPECTIVAS DA EDUCAÇÃO NÃO FORMAL;MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;;Docente
601;2014;INFORMATION AND KNOWLEDGE FLOWS IN THE NETWORK OF THE EDUCATION THROUGH WORK FOR FAMILY HEALTH PROGRAM;ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
631;2014;INFORMATION AND KNOWLEDGE FLOWS IN THE NETWORK OF THE EDUCATION THROUGH WORK FOR FAMILY HEALTH PROGRAM;CLAUDIA RIBEIRO SANTOS LOPES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
632;2014;INFORMATION AND KNOWLEDGE FLOWS IN THE NETWORK OF THE EDUCATION THROUGH WORK FOR FAMILY HEALTH PROGRAM;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
724;2014;INOVAÇÃO SOCIAL E TRANSPARÊNCIA DE TECNOLOGIAS NA CADEIA PRODUTIVA DE COURO NA REGIÃO DE IPIRÁ /BA;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
346;2014;INTERACTIVITY IN EDUCATION SOCIAL AND COMPLEX NETWORK ANALYSIS;ANA MARIA CASNATI GUBERNA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
392;2014;INTERACTIVITY IN EDUCATION SOCIAL AND COMPLEX NETWORK ANALYSIS;CLAUDIA RIBEIRO SANTOS LOPES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
402;2014;INTERACTIVITY IN EDUCATION SOCIAL AND COMPLEX NETWORK ANALYSIS;DANTE AUGUSTO GALEFFI;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
483;2014;INTERACTIVITY IN EDUCATION SOCIAL AND COMPLEX NETWORK ANALYSIS;HERNANE BORGES DE BARROS PEREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
584;2014;INTERVIEW WITH PETER MCLAREN;JOSE MARIA BARROSO TRISTAN;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
376;2014;INVERSE PROBLEM IN ANOMALOUS DIFFUSION WITH UNCERTAINTY PROPAGATION;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;TRABALHO EM ANAIS;;Docente
633;2014;INVERSE PROBLEM IN ANOMALOUS DIFFUSION WITH UNCERTAINTY PROPAGATION;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;ARTIGO EM PERIÓDICO;;Docente
352;2014;INVESTIMENTOS DIRETOS ESTRANGEIROS NO BRASIL UMA ANÁLISE DO PROCESSO DE CONCESSÃO DOS SERVIÇOS PÚBLICOS NO PERÍODO DE 2007 A 2013;ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;;Docente
527;2014;INVESTIMENTOS DIRETOS ESTRANGEIROS NO BRASIL UMA ANÁLISE DO PROCESSO DE CONCESSÃO DOS SERVIÇOS PÚBLICOS NO PERÍODO DE 2007 A 2013;JOAQUIM RAMOS SILVA;TRABALHO EM ANAIS;;Sem Categoria
634;2014;INVESTIMENTOS DIRETOS ESTRANGEIROS NO BRASIL UMA ANÁLISE DO PROCESSO DE CONCESSÃO DOS SERVIÇOS PÚBLICOS NO PERÍODO DE 2007 A 2013;MANOEL JUSTINIANO MELO DA FONSECA;TRABALHO EM ANAIS;;Sem Categoria
750;2014;JANUS E SUAS DUAS FACES ARKHÉ E MAIS VIDA PARA O CURRÍCULO COMO NARRATIVA;ROBERTO SIDNEI ALVES MACEDO;TRABALHO EM ANAIS;;Docente
368;2014;JUVENTUDE NEGRA E A MORTE ANUNCIADA;ANHAMONA SILVA DE BRITO;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
512;2014;LA CONDICIÓN FEMENINA DEL HOMO SAPIENS EN LA ÉPOCA PREHISTÓRICA AL HOMO CONSCIENCIATUS EN LA COSMODERNIDAD;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
585;2014;LA EDUCACIÓN ES DEL SISTEMA Y NO DEL SISTEMA EDUCATIVO;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
513;2014;LA EDUCACIÓN PARA LA CIUDADANÍA GLOBAL UNA PERSPECTIVA EMERGENTE PARA EL DESARROLLO SOSTENIBLE;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
635;2014;LA INTERACTIVIDAD EN AMBIENTES MULTIRREFERENCIALES DE APRENDIZAJE;ANA MARIA CASNATI GUBERNA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
636;2014;LA INTERACTIVIDAD EN AMBIENTES MULTIRREFERENCIALES DE APRENDIZAJE;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
339;2014;LA INVESTIGACIÓN UN RELATO DE TRÁNSITOS Y DESVIOS;ANA CLAUDIA ROZO SANDOVAL;LIVRO;;Discente
637;2014;LA PERSPECTIVA TRANSDISCIPLINAR DE LOS SABERES PLURALES Y DE LA DIFUSIÓN DEL CONOCIMIENTO EN EDUCACIÓN COMO ALTERNATIVA CREADORA PARA EL MUNDO GLOBALIZADO EN QUE VIVIMOS PODEMOS SER EL ELEMENTO SORPRESA DE LA NUEVA REVOLUCIÓN CULTURAL DE LA ESPECIE?;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;;Docente
469;2014;LES SYSTÈMES D´ACTIVITÉS ET DE PRODUCTION AGRICOLE DANS LE RECÔNCAVO DE BAHIA BRÉSIL;GUSTAVO BITTENCOURT MACHADO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
514;2014;LOS FUNDAMENTOS ASTROBIOLÓGICOS DE LA HUMANIDAD EL ORIGEN DE LA CONSCIENCIA COSMODERNA;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
485;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
497;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;Inácio de Sousa Fadigas;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
638;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;;Docente
639;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;INACIO DE SOUSA FADIGAS;ARTIGO EM PERIÓDICO;;Participante Externo
640;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;MARCOS GRILO ROSA;ARTIGO EM PERIÓDICO;;Discente
641;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;TRAZIBULO HENRIQUE PARDO CASAS;ARTIGO EM PERIÓDICO;;Docente
660;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;MARCOS GRILO ROSA;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
788;2014;MATHEMATICS EDUCATION SEMANTIC NETWORKS;TRAZIBULO HENRIQUE PARDO CASAS;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
642;2014;MELHORIA DO ATENDIMENTO EM UMA CENTRAL DE SERVIÇOS COMO APROVEITAR A COMPETÊNCIA EXISTENTE?;FRANCISCO UCHOA PASSOS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
645;2014;MELHORIA DO ATENDIMENTO EM UMA CENTRAL DE SERVIÇOS COMO APROVEITAR A COMPETÊNCIA EXISTENTE?;MÁRCIO LUIS VALENÇA DE ARAÚJO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
646;2014;MELHORIA DO ATENDIMENTO EM UMA CENTRAL DE SERVIÇOS COMO APROVEITAR A COMPETÊNCIA EXISTENTE?;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
683;2014;MEMÓRIA E HISTÓRIA PARA AFIRMAÇÃO DE DIREITOS HUMANOS;MARIA INES CORREA MARQUES;LIVRO;;Docente
647;2014;MÉTODO PARA ANÁLISE DE COMPONENTES CURRICULARES IDENTIFICANDO INTERFACES ENTRE UM CURSO DE GRADUAÇÃO E BIM;Arivaldo Leão de Amorim;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Sem Categoria
652;2014;MÉTODO PARA ANÁLISE DE COMPONENTES CURRICULARES IDENTIFICANDO INTERFACES ENTRE UM CURSO DE GRADUAÇÃO E BIM;ERICA DE SOUSA CHECCUCCI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
431;2014;MÉTODO PARA CONTROLE DE BACTÉRIAS REDUTORAS DE SULFATO E INIBIÇÃO DA ATIVIDADE SULFETOGÊNICA EM CAMPOS DE PETRÓLEO;ELIAS RAMOS-DE-SOUZA;PATENTE;;Sem Categoria
319;2014;MODELAGEM DA CIDADE DE SALVADOR 1551;ALFREDO EURICO RODRIGUES MATTA;PATENTE;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
320;2014;MODELAGEM DO CONHECIMENTO SOBRE REPRESENTAÇÕES GRÁFICAS NA GEOGRAFIA DO MAPA CONCEITUAL À REDE SEMÂNTICA;ALFREDO EURICO RODRIGUES MATTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
393;2014;MODELAGEM DO CONHECIMENTO SOBRE REPRESENTAÇÕES GRÁFICAS NA GEOGRAFIA DO MAPA CONCEITUAL À REDE SEMÂNTICA;CLEIDE TAVARES BITTENCOURT;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
486;2014;MODELAGEM DO CONHECIMENTO SOBRE REPRESENTAÇÕES GRÁFICAS NA GEOGRAFIA DO MAPA CONCEITUAL À REDE SEMÂNTICA;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
501;2014;MODELAGEM DO CONHECIMENTO SOBRE REPRESENTAÇÕES GRÁFICAS NA GEOGRAFIA DO MAPA CONCEITUAL À REDE SEMÂNTICA;IVAN DOS REIS CARDOSO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
548;2014;MODELAGEM DO CONHECIMENTO SOBRE REPRESENTAÇÕES GRÁFICAS NA GEOGRAFIA DO MAPA CONCEITUAL À REDE SEMÂNTICA;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
664;2014;MODELAGEM DO TESTE ESTATÍSTICO DO COEFICIENTE DE CORRELAÇÃO CRUZADA SEM TENDÊNCIA RHODCCA TEORIA E APLICAÇÃO;MARCUS FERNANDES DA SILVA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
422;2014;MODERNIDADE E O ENCOBRIMENTO DAS CRIANÇAS NEGRAS BRASILEIRAS E SUAS INFÂNCIAS;EDUARDO DAVID DE OLIVEIRA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
444;2014;MODERNIDADE E O ENCOBRIMENTO DAS CRIANÇAS NEGRAS BRASILEIRAS E SUAS INFÂNCIAS;FLAVIA DE JESUS DAMIAO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
353;2014;MULHERES MARISQUEIRAS PRÁTICAS E SABERES DA COMUNIDADE DE MANGUE SECO EM VALENÇA (BA);ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
675;2014;MULHERES MARISQUEIRAS PRÁTICAS E SABERES DA COMUNIDADE DE MANGUE SECO EM VALENÇA (BA);MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
354;2014;MULHERES MARISQUEIRAS PRATICAS E SABERES DA COMUNIDADE DE MARSIQUEIRAS DE MANGUE SECO EM VALENÇA (BA);ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
676;2014;MULHERES MARISQUEIRAS PRATICAS E SABERES DA COMUNIDADE DE MARSIQUEIRAS DE MANGUE SECO EM VALENÇA (BA);MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
653;2014;MULHERES RURAIS COOPERAÇÃO INTERNACIONAL PARA ESTUDOS MULTIDISCIPLINARES DE GÊNERO EDUCAÇÃO CIDADANIA E RESPONSABILIDADE SOCIAL DA UNIVERSIDADE;DENISE ABIGAIL BRITTO FREITAS ROCHA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
656;2014;MULHERES RURAIS COOPERAÇÃO INTERNACIONAL PARA ESTUDOS MULTIDISCIPLINARES DE GÊNERO EDUCAÇÃO CIDADANIA E RESPONSABILIDADE SOCIAL DA UNIVERSIDADE;JOSE CLAUDIO ROCHA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
506;2014;MUSEUS VIRTUAIS DES VELANDO ESPAÇOS EDUCATIVOS NO CIBERESPAÇO;IVANA CAROLINA ALVES DA SILVA SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
657;2014;NOVAS LINGUAGENS PARA A HISTÓRIA;ALFREDO EURICO RODRIGUES MATTA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
658;2014;NOVEL POTENTIAL INHIBITORS FOR ADENYLYLSULFATE REDUCTASE TO CONTROL SOURING IN WATER OF OIL INDUSTRIES;ELIAS RAMOS DE SOUZA;ARTIGO EM PERIÓDICO;;Docente
659;2014;O DISCURSO NA PESQUISA EM ENSINO EM CIÊNCIAS;JOSE LUIS MICHINEL MACHADO;ARTIGO EM PERIÓDICO;;Docente
521;2014;O FUNDEF E O FUNDEB NO CONTEXTO DA REFORMA DO ESTADO BRASILEIRO;JEAN MARIO ARAUJO COSTA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
589;2014;O FUNDEF E O FUNDEB NO CONTEXTO DA REFORMA DO ESTADO BRASILEIRO;JOSE WELLINGTON MARINHO DE ARAGAO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
666;2014;O FUNDEF E O FUNDEB NO CONTEXTO DA REFORMA DO ESTADO BRASILEIRO;MARIA ADELINA HAYNE MENDES NETA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
771;2014;O FUNDEF E O FUNDEB NO CONTEXTO DA REFORMA DO ESTADO BRASILEIRO;SONIA SILVA BARRETO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
343;2014;O GESTOR PÚBLICO NA CONTEMPORANEIDADE DESAFIOS NAS ORGANIZAÇÕES APRENDENTES;ANA LICIA DE SANTANA STOPILHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
355;2014;O GESTOR PÚBLICO NA CONTEMPORANEIDADE DESAFIOS NAS ORGANIZAÇÕES APRENDENTES;ANA MARIA FERREIRA MENEZES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
369;2014;O GESTOR PÚBLICO NA CONTEMPORANEIDADE DESAFIOS NAS ORGANIZAÇÕES APRENDENTES;ANTONIO ARIVALTER SANTANA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
611;2014;O IMAGINÁRIO DA ESTÉTICA DA FOTOGRAFIA;LELIANA SANTOS DE SOUSA;LIVRO;;Docente
612;2014;O PACTO NACIONAL PELO FORTALECIMENTO DO ENSINO ME‰DIO ENTRAVES E POSSIBILIDADES;LELIANA SANTOS DE SOUSA;TRABALHO EM ANAIS;;Docente
796;2014;O PACTO NACIONAL PELO FORTALECIMENTO DO ENSINO ME‰DIO ENTRAVES E POSSIBILIDADES;VALUZA MARIA SARAIVA;TRABALHO EM ANAIS;;Discente
613;2014;O PACTO NACIONAL PELO FORTALECIMENTO DO ENSINO MÉDIO ENTRAVES E POSSIBILIDADES;LELIANA SANTOS DE SOUSA;TRABALHO EM ANAIS;;Docente
797;2014;O PACTO NACIONAL PELO FORTALECIMENTO DO ENSINO MÉDIO ENTRAVES E POSSIBILIDADES;VALUZA MARIA SARAIVA;TRABALHO EM ANAIS;;Discente
322;2014;O PAPEL DA FAPESB NA INOVAÇÃO TECNOLÓGICA;ALZIR ANTONIO MAHL;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
661;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR À EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;;Docente
662;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR À EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;JAVIER COLLADO RUANO;ARTIGO EM PERIÓDICO;;Discente
665;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR À EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;ROBERTO LEON INACIO PONCZEK;ARTIGO EM PERIÓDICO;;Docente
668;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR A€ EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
669;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR A€ EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;JAVIER COLLADO RUANO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
670;2014;O PARADIGMA DA COSMODERNIDADE UMA ABORDAGEM TRANSDISCIPLINAR A€ EDUCAÇÃO PARA A CIDADANIA GLOBAL PROPOSTA PELA UNESCO;ROBERTO LEON INACIO PONCZEK;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
448;2014;O PATRIMÔNIO CULTURAL HISTÓRIA MEMÓRIA E PRESERVAÇÃO;FRANCISCA DE PAULA S DA SILVA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
492;2014;O PATRIMÔNIO CULTURAL HISTÓRIA MEMÓRIA E PRESERVAÇÃO;HILDETE SANTOS PITA COSTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
590;2014;O SISTEMA MUNICIPAL DE ENSINO UMA ANÁLISE HISTÓRICA EM FEIRA DE SANTANA';JOSE WELLINGTON MARINHO DE ARAGAO;LIVRO;;Docente
